"","Nazwa","dochody 2002","dochody 2003","dochody 2004","dochody 2005","dochody 2006","dochody 2007","dochody 2008","dochody 2009","dochody 2010","dochody 2011","dochody 2012","dochody 2013","dochody 2014","dochody 2015","dochody 2016","dochody 2017","dochody 2018","dochody 2019"
"1452","Wielkie Oczy (2)",350,354,406,547,445.69,478.01,596.03,547.78,626.12,694.18,1275.34,891.31,1022.44,1213.06,969.93,1288.74,1387.83,1330.49
"1453","Łańcut (1)",819,798,1076,1035,1162.19,1429.72,1566.83,1470.79,1536.18,1610.15,1600.56,1816.34,1955.45,1957.06,2150.92,2262.42,2521.11,2916.36
"1454","Białobrzegi (2)",378,534,505,570,568.72,746.42,948.77,838.55,735.6,828.49,865.7,897.8,1069.18,1294.51,1105.43,1162.42,1335.67,1438.04
"1455","Czarna (2)",318,317,563,497,497.1,600.05,688.63,875.09,1016.78,754.03,1026.38,1219.44,1172.96,1341.03,1486.39,1565.01,1639.77,2007.68
"1456","Łańcut (2)",456,439,454,512,549.87,612.04,711.93,739.52,658.39,747.76,832.91,841.01,904.23,995.88,1113.19,1143.48,1213.77,1547.79
"1457","Markowa (2)",546,522,570,641,673.52,751.93,799.55,744.35,810.25,1025.45,956.29,910.53,1213.04,1070.94,1243.33,1128.99,1417.26,1492.02
"1458","Rakszawa (2)",296,376,319,357,457.74,503.77,591.91,583.17,599.1,725.78,815.39,886.75,1023.67,959.1,1062.64,1045.99,1323.05,1279.39
"1459","Żołynia (2)",420,345,339,426,431.53,558.53,662.39,526.8,567.28,977.64,848.85,1062.35,1139.01,1062.75,1112.45,1117.45,1306.52,1454.56
"1460","Mielec (1)",716,771,928,977,1095.47,1215.4,1477.52,1610.68,1573.58,1510.69,1691.35,1781.57,2011.65,2083.61,2297.43,2479.29,2887.14,3147.24
"1461","Borowa (2)",309,302,364,409,532.38,531.53,647.29,657.72,557.73,1013.17,1158,816.58,875.67,1132.97,961.92,1044.9,1470.49,1259.98
"1462","Czermin (2)",321,321,613,402,443.14,508.73,558.27,524.24,664.84,574,633.41,707.37,816.77,866.73,929.73,1057.11,1404.16,1286.79
"1463","Gawłuszowice (2)",369,384,492,505,525.74,564.02,570.57,581.87,826.8,1434.24,885.13,923.19,1170.3,1015.41,1031.3,1031.82,1263.12,1305.72
"1464","Mielec (2)",426,429,417,447,500.08,568.83,644.79,606.29,655.36,708.69,771.04,886.76,1065.53,1218.89,1253.37,1372.8,1537.48,1825.17
"1465","Padew Narodowa (2)",373,394,429,418,473.73,581.7,1097.01,511.86,559.39,1078.87,958.46,762.2,933.7,846.96,931.91,926.62,1326.23,1503.69
"1468","Radomyśl Wielki (3)",380,284,322,322,388.55,402.6,533.41,441.65,450.41,651.23,678.08,749.27,759.45,892.92,875.24,925.81,1110.07,1200.14
"1469","Tuszów Narodowy (2)",358,372,439,603,647.68,721.84,729.18,648.58,594.34,788.13,701.07,1137.15,930.26,992.43,1018.48,1221.91,1310.73,1755.37
"1470","Wadowice Górne (2)",310,357,386,399,441.02,594.22,617.1,585.41,546.81,571.98,715.23,722.55,861.37,904.32,994.55,1030.99,1335.06,1374.23
"1471","Harasiuki (2)",239,221,294,282,372.76,410.23,434.22,560.08,407.74,532.94,472.09,453.94,545.81,543.12,694.02,624.14,715.17,942.66
"1472","Jarocin (2)",261,228,254,253,321.05,343.64,395.15,446.8,476.47,343.11,369.68,387.48,460.09,520.95,517.47,595.26,681.32,902.83
"1473","Jeżowe (2)",190,194,219,220,286.07,300.77,364.38,510.52,366.99,491.32,717.98,677.77,691.22,758.71,754.22,664.66,786.7,940.63
"1474","Krzeszów (2)",330,309,299,328,381.03,418.66,585.95,431.67,882.26,845.8,864.64,1008.03,964.16,924.78,852.67,845.64,961.49,1552.11
"1475","Nisko (3)",452,446,526,662,735.29,875.89,1008.07,1054.06,1083.18,1407.54,1916.58,1400.52,1277.73,1478.68,1403.48,1474.15,1656.06,2162.31
"1476","Rudnik nad Sanem (3)",317,333,360,401,425.09,485.47,589.19,891,653.96,1283.68,732.21,725.44,755.72,793.11,825.02,931.16,1203.31,1350.67
"1477","Ulanów (3)",267,255,271,331,346.64,349.66,501.76,424.57,378.68,453.11,477.61,534.35,632.71,649.71,683.54,726.84,803.42,1400.98
"1478","Bircza (2)",341,337,354,539,398.98,461.3,570.64,500.88,492.15,704.56,804.81,910.39,981.36,967.38,942.64,1100.63,1382.65,1214.26
"1479","Dubiecko (2)",289,454,370,329,363.54,450.89,582.63,464.52,455.63,503.34,597.18,1150.52,730.43,779.94,858.24,883.36,929.56,1063.84
"1480","Fredropol (2)",343,406,383,427,542.07,538.49,573.14,680.21,681.59,652.75,1218.9,1277.24,1281.64,1455.79,1205.02,979.88,1197.84,1264.99
"1481","Krasiczyn (2)",511,571,655,784,877.3,1030.16,1139.15,1192.26,1458.64,1086.82,1269.35,1280.29,1254.93,1223.45,1475.58,1550.22,1937.77,1903.57
"1482","Krzywcza (2)",238,241,265,303,371.13,421.39,439.47,372.18,510.05,677.34,561.9,651.35,1205.1,783.24,735.13,732.26,967.75,1380.7
"1483","Medyka (2)",692,654,1001,966,1133.4,1171.68,1234.57,1223.67,1240.52,1268.75,1527.81,1474.57,2016.85,1956.49,1787.47,1904.94,1673.06,1990
"1484","Orły (2)",342,349,347,462,488.84,499.89,600.62,527.47,635.34,902.36,790.11,773.48,1310.19,1226.87,950.87,1103.12,1235,1366.39
"1485","Przemyśl (2)",470,467,520,543,621.67,711.31,868.39,828.04,902.48,980.79,1093.98,1009.28,1162.01,1328.42,1263.7,1351.11,1551.53,1612.79
"1486","Stubno (2)",482,530,545,413,473.85,519.59,632.52,817.99,1072.39,1569.66,1241.51,1342.77,1259.77,1279.23,1388.15,1482.65,1376.43,2009.54
"1487","Żurawica (2)",516,581,623,653,651.31,869.96,892.81,792.21,875.01,1083.34,1051.58,1163.71,1239.69,1299.31,1256.34,1536.89,1589.48,1661.42
"1488","Przeworsk (1)",686,774,955,1002,1048.62,1059.41,1200.9,1238.52,1334.34,1380.36,1454.22,1552.03,1662.3,1834.14,1878.53,1984.93,2072.97,2263.02
"1489","Adamówka (2)",326,349,443,437,443.82,490.07,596.17,533.91,673.47,612.43,641.89,775.29,790.99,789.35,902.22,967.44,1381.02,1289.15
"1490","Gać (2)",441,670,482,420,456.97,464.86,576.75,640.08,557.85,734.17,713.56,887.95,931.33,969.01,1104.65,1105.23,1477.88,1314.61
"1491","Jawornik Polski (2)",296,302,358,368,428.06,430.4,573.66,484.01,524.34,727.93,740.04,816.47,844.01,1040.53,859.2,1013.76,1813.89,1276.5
"1492","Kańczuga (3)",350,360,408,405,431.79,503.16,634.7,633.72,553.67,758.06,781.65,790.74,1116.15,936.77,911.14,1009.09,1105.87,1200.99
"1493","Przeworsk (2)",523,310,324,382,377.72,429.23,503.72,443.43,575.21,551.64,577.13,664.9,727.82,887.07,876.91,926.21,1038.67,1134.86
"1494","Sieniawa (3)",343,404,396,420,471.12,576.29,796.78,951.58,844.38,937.02,1144.15,1265.5,1423.15,1869.1,1514.24,1459.79,1758.96,1589.96
"1495","Tryńcza (2)",460,557,371,824,563.2,889.94,749.09,1415.05,948.52,1951.57,1397.58,1214.23,1502.19,1323.87,1119.2,1256.05,1382.03,1558.46
"1496","Zarzecze (2)",273,354,454,344,368.55,426.88,544.56,420.44,750.8,490.94,620.48,722.62,772.58,1005.41,810.87,969.08,1293.1,1179.81
"1497","Iwierzyce (2)",276,337,334,356,373.81,426.83,464.42,434.81,1250.59,681.63,849.8,722.28,769.54,865.74,927.68,1020.74,1108.64,1473.85
"1498","Ostrów (2)",1562,1013,1042,589,643.14,837.49,1121.27,1387.22,4830.42,5196.43,3798.65,3597.77,4107.29,4059.08,4150.44,4757.12,6285.98,6227.7
"1499","Ropczyce (3)",553,613,678,784,858.04,882.2,1004,988.84,960.44,1081.23,1101.02,1191.67,1337.36,1357.63,1428.5,1497.06,1657.12,1812.68
"1500","Sędziszów Małopolski (3)",496,414,427,477,632.29,698.58,792.51,652.2,684.25,875.61,860.82,987.27,1048.1,1090.26,1176.57,1321.69,1354.32,1513.28
"1501","Wielopole Skrzyńskie (2)",189,191,229,277,292.93,346.43,374.58,418.01,333.35,481.67,493.7,450.22,589.29,601.88,594.61,601.26,842.65,1456.32
"1502","Dynów (1)",397,420,442,508,584.15,598.46,1015.2,602.25,624.66,680.88,744.57,806.01,956.67,1011.11,1113.85,1121.63,1238.3,1648.78
"1503","Błażowa (3)",261,301,313,356,376.97,419.59,490.94,440.52,488.99,627.44,604.53,785.4,742.87,776.76,797.08,834.29,1122.73,1157.31
"1506","Chmielnik (2)",299,513,399,397,486.33,595.77,720.77,646.11,883.4,795.01,835.04,917.24,942.07,1038.23,1149.1,1251.22,1384.35,1829.54
"1507","Dynów (2)",255,243,275,286,285.01,319.81,390.42,364.52,452.76,535.61,556.7,654.65,736.05,782.09,676.08,727.67,820.63,928.15
"1508","Głogów Małopolski (3)",641,680,588,640,773.82,859.61,1246.9,1335.7,1523.85,1648.6,1390.33,1645.62,1664.08,1737.86,1809.36,1879.89,2166.21,2492.72
"1509","Hyżne (2)",234,297,379,297,283.18,403.59,466.97,387.32,448.94,794.68,632.29,546.75,835.6,694.91,760.84,747.84,951.12,1056.61
"1510","Kamień (2)",187,225,220,244,314.77,295.46,440.9,329.22,458.55,380.39,493.57,569.83,604.78,728.02,693.96,728.68,1049.21,878.34
"1511","Krasne (2)",595,583,615,804,977.69,1195.01,1145.52,1330.62,1223.85,1307.2,1269.44,1369.3,1568.88,1546.56,1675.91,1825.04,2085.73,2167.83
"1512","Lubenia (2)",272,306,315,322,390.62,469.77,538.78,545.83,698.43,643.19,650.38,770.69,872.61,919.05,977.65,1002.95,1260.85,1576.5
"1513","Sokołów Małopolski (3)",328,298,345,365,427.89,478.74,702.14,598.68,562.43,651.71,670.79,1028.15,1074.1,1122.87,1164.91,1232.95,1229.09,1493.87
"1514","Świlcza (2)",404,431,446,509,575.44,678.02,810.98,809.21,756.35,892.39,1015.75,903.08,972.65,1088.25,1382.29,1487.19,1471.19,1761.25
"1515","Trzebownisko (2)",472,481,479,581,771.64,1737.99,1210.72,1189.21,1016.77,1006.84,1033.57,1133.29,1594.81,1539.32,1719.79,1823.98,3303.67,2859.37
"1516","Tyczyn (3)",414,428,449,510,565.19,724.73,788.24,773.32,826.75,962.02,803.29,915.64,946.01,1054.45,1161.9,1377.61,1540.13,1720.01
"1517","Sanok (1)",720,789,883,1038,1116.82,1233.17,1449.36,1258.63,1410.42,1681.63,1564.42,1688.24,1778.36,1956.78,1877.6,2164.64,2314.91,2907.6
"1518","Besko (2)",321,297,351,369,399.27,449.3,490.35,725.07,946.56,756.28,617.25,707.05,809.57,801.65,797.34,857.32,942.23,1141.82
"1519","Bukowsko (2)",289,294,368,424,462.29,520.92,1144.45,553.29,548.9,920.69,862.24,1021.35,1029.5,1002.62,990.48,1134.01,1200.09,1332.24
"1520","Komańcza (2)",508,475,604,657,689.28,744.74,1252.13,893.56,852.6,900.35,1121.25,1542.28,1455.75,1412.29,1532.61,1546.99,1404.36,1590.72
"1521","Sanok (2)",372,325,383,415,471.95,535.73,739.18,617.33,697.08,628.4,814.33,1134.25,1059.66,1147.14,1155.58,1210.18,1302.96,1479.01
"1522","Tyrawa Wołoska (2)",443,382,373,417,449.73,433.08,466.88,594.69,563.53,532.13,756.48,859.54,775.29,813.67,855.01,1034.06,1194.3,1402.41
"1523","Zagórz (3)",419,423,745,585,662.45,757.97,916.44,728.09,960.27,995.39,1590.52,1708.51,1166.06,1266.28,1287.14,1424.99,1501.63,1822.7
"1524","Zarszyn (2)",337,311,332,382,412.2,467.04,524.94,540.43,766.4,787.55,916.02,1142.92,1005.07,1212.13,1005.68,1075.2,1127.27,1145.88
"1525","Stalowa Wola (1)",651,609,762,1085,1433.11,1507.01,1628.09,1627.31,1625.27,1645.93,1753.7,1852.2,1896.04,2037.66,2172.87,2410.7,2994.08,3067.26
"1526","Bojanów (2)",227,268,274,311,427.54,429.8,563.79,586.43,554.8,481.22,554.96,681,828.91,857.35,900.57,745.15,1162.2,1138.89
"1527","Pysznica (2)",301,277,339,387,408.54,504,665.05,701.68,1182.06,972.61,857.71,824.24,1024.46,1199,1227.31,1207.28,1341.36,1622.76
"1528","Radomyśl nad Sanem (2)",319,364,487,350,392.93,448.78,511.68,500.47,640.8,727.55,686.25,832.79,1055.55,1111.95,1288.18,1325.74,1304.31,1338.89
"1531","Zaleszany (2)",408,372,418,422,453.16,523.73,614.63,615.18,687.7,655.9,733.62,695.22,801.67,871.56,1043.62,1103.14,1283.6,1922.99
"1532","Czudec (2)",308,369,350,385,401.59,460.81,582.46,538.12,532.14,538.72,581.38,653.6,723.82,924.17,920.1,1005.68,1055.8,1432.43
"1533","Frysztak (2)",328,306,336,344,399.92,477.65,548.36,543.91,625.24,649.01,678.07,732.18,714.53,758.82,792.15,927.49,1109.54,1121.67
"1534","Niebylec (2)",271,273,308,345,389.67,439.97,490.35,412.67,405.54,482.68,539.94,650.98,829.01,712.36,765.79,929.44,991.52,1115.72
"1535","Strzyżów (3)",329,354,418,465,509.67,626.41,696.87,667.17,775.29,946.33,847.05,854.49,896.52,918.57,989.77,1081.02,1304.57,1506.8
"1536","Wiśniowa (2)",228,220,240,293,286.16,346.15,409.41,365.93,331.93,390.32,518.67,558.52,986.71,995.89,748.53,807.17,1078.3,1268.01
"1537","Baranów Sandomierski (3)",358,361,424,477,491.79,577.67,655.99,601.96,615.21,780.63,778.16,838.33,938.09,1007.87,1138.6,1120.6,1268.65,1302.65
"1538","Gorzyce (2)",503,480,605,638,753.9,803.94,860.2,749.32,1313.56,1011.72,905.29,1096.78,1165.85,1197.62,1388.17,1416.81,1556.78,1860.9
"1539","Grębów (2)",816,590,670,674,595.83,729.15,891.78,747.83,790.1,900.63,1285.93,919.59,1073.62,1130.87,1153.15,1209.16,1376.02,1598.72
"1540","Nowa Dęba (3)",551,554,649,706,856.63,966.68,1050.59,1047.33,1076.31,1085.13,1297.82,1511.82,1683.74,1736.51,1843.23,1922.41,2191.23,2352.15
"1541","Baligród (2)",524,563,708,573,625.09,688.44,859.33,831.86,928.43,996.81,1551.26,1528.98,1738.53,1600.62,1336.45,1403.59,1643.1,1908.5
"1542","Cisna (2)",1051,1160,1208,1942,1951.17,2271.66,2395.95,2691.05,2348.1,3412.87,3229.28,2731.61,3196.78,3016.36,3573.1,3795.48,4273.79,5968.51
"1543","Lesko (3)",471,478,581,606,721.8,767.83,932.83,910.82,1864.77,1540.7,1514.69,1271.99,1812.9,2012.61,1540.67,1905.92,1731.61,1917.1
"1544","Olszanica (2)",555,443,479,475,576.12,674.88,793.38,1129.89,683.89,1036.24,987.3,1269.17,1228.2,1264.51,1094.18,1131.97,1193.85,1503.13
"1545","Solina (2)",1900,1963,1993,1936,2049.54,2203.63,2329.07,3348.98,3167.1,3092.84,3575.95,3039.69,3765.19,3236.43,3236.64,5422.59,4455.28,4941.98
"1546","Krosno (1)",868,829,1124,1437,1411.55,1608.93,2273.74,2000.88,2095.24,2130.72,2346.39,2368.43,2449.63,2568.27,2746.33,2748.76,3003.25,3323.53
"1547","Przemyśl (1)",667,671,869,972,1030.09,1285.77,1320.76,1324,1383.88,1654.26,1639.21,1819.84,2011.85,2051.65,2078.13,2226.16,2421.3,2526.85
"1548","Rzeszów (1)",919,976,1221,1329,1473.39,1760.88,2359.83,1915.08,1841.47,2062.33,2344.5,2448.56,2651.03,2803.71,2905.5,3052.91,3376.08,3698.2
"1549","Tarnobrzeg (1)",619,617,773,906,1084.93,1148.64,1603.72,1160.19,1522.57,2436.55,1953.8,2628.67,2540.42,2084.03,2170.34,2281.75,2407.08,2517.77
"1550","Augustów (1)",662,774,955,1052,1183.12,1289.02,1414.75,1365.87,1326.91,1373.62,1417.99,1600.43,1735.92,1892.12,1926.43,2032.3,2385.69,2592.82
"1551","Augustów (2)",333,335,360,390,423.03,490.35,531.96,520.93,465.66,575.94,727.02,850.76,798.99,769.55,806.61,858.29,1051.66,1264.58
"1552","Bargłów Kościelny (2)",254,278,294,331,342.18,405.29,609.53,509,434.57,612.53,573.52,711.47,828.91,1185.83,1004.6,1008.21,1173.65,1363.23
"1553","Lipsk (3)",255,280,432,373,406.48,480.81,853.7,752.84,646.36,655.34,755.05,899.41,969.56,1185.35,881.55,1018.93,1162.14,1176.07
"1554","Nowinka (2)",548,523,635,676,674.7,729.09,972.68,751.86,975,750.97,1022.07,1109.28,1213.73,1070.81,1252.69,1282.91,1482.73,1575.47
"1555","Płaska (2)",719,675,729,837,903.25,1021.87,1227.65,1165.26,1371.44,2463.51,1283.29,1341.6,1488.12,1512.66,1746.14,1808.92,2268.79,2635.34
"1556","Sztabin (2)",346,384,389,569,451.69,501.97,627.71,507.14,499.69,548.5,617.9,746.17,850.88,785.42,861.28,880.9,996.24,1175.14
"1557","Choroszcz (3)",380,499,574,633,719.97,826.6,1326.95,1131.93,1506.72,1313.85,1241.93,1412.05,1436.43,1656.64,1715.42,1858.23,2159.71,2488.08
"1558","Czarna Białostocka (3)",332,412,482,536,687.2,700.27,885.09,821.95,749.62,1027.48,961.77,1153.28,1080.21,1130.71,1158.61,1288.79,1433.72,1888.06
"1559","Dobrzyniewo Duże (2)",484,465,527,612,678.08,750.04,886.55,822.6,910.25,1592.2,1334.67,1267.38,1382.58,1535.86,1384.86,1517.83,1882.68,2228.84
"1560","Gródek (2)",615,644,709,820,923.29,949.62,1051.51,1185.1,1166.9,1131.81,1333.41,1288.85,1401.24,1514.95,1620.13,1674.05,1983.84,2134.99
"1561","Juchnowiec Kościelny (2)",646,664,748,788,1025.52,1122.5,1218.89,1351.92,1313.41,1729.35,1678.53,1593.64,1845.86,1843,2109.57,2161.47,2258.81,2705.93
"1562","Łapy (3)",445,458,614,629,627.05,863.18,854.04,781.49,843.13,902.58,882.5,1021.76,1158.19,1143.86,1256.18,1264.91,1370.38,1573.79
"1565","Poświętne (2)",619,593,584,609,639.58,614.11,774.48,677.22,833.66,1431.04,1093.96,999.79,1265.62,1184.29,1225.75,1293.19,1246.41,1603.23
"1566","Supraśl (3)",622,648,757,929,1018.2,1239.6,1482.4,1597.73,1441.09,1450.57,1463.88,1777.13,1738.32,1849.25,2082.04,2044.02,2231.05,2738.49
"1567","Suraż (3)",1424,1276,1291,1452,1331.58,1434.11,1530.74,1632.7,2178.42,1640.67,1622.34,1990.27,2326.79,2018.15,2113.37,1916.69,2318.25,2984.59
"1568","Turośń Kościelna (2)",517,537,546,653,679.25,957.93,955.69,908.91,1051.97,1570.61,1595.44,1422.29,1556.28,2088.15,1910.1,1807.74,2058.7,2443.6
"1569","Tykocin (3)",312,324,339,396,410.93,460.47,588.69,558.77,572.85,828.27,674.12,734.6,816.78,912.49,897.6,1033.65,1109.87,1476.01
"1570","Wasilków (3)",590,672,760,820,881.64,1164.91,1614.48,1355.14,1323.76,1421.1,1480.17,1500.24,1752.35,1652.9,1811.63,1793.01,2309.67,2987.64
"1571","Zabłudów (3)",630,608,785,964,976.49,1211.24,1330.97,1297.22,1398.53,1351.34,1442.78,1397.87,1589.17,1637.09,1785.48,1761.93,2005.58,2376.65
"1572","Zawady (2)",245,233,292,454,471.27,459.72,564.88,608.28,963.3,1557.29,2324.63,1500.03,1481.76,1370.1,829.47,906.1,1290.83,891.93
"1573","Bielsk Podlaski (1)",593,599,760,803,817.27,1008.04,1201.45,1168.83,1159.09,1322.79,1297.11,1457.02,1544.22,1696.84,1763.53,1845.25,1981.68,2361.21
"1574","Brańsk (1)",672,733,840,884,941.81,1068.32,1192.97,1207.6,1186.2,1763.57,1581.36,1864.36,1883.71,1836.02,1993.39,2154.49,2418.47,2706.2
"1575","Bielsk Podlaski (2)",534,565,541,578,544.72,674.24,1037.05,816.19,902.26,1113.78,1319.34,1315.89,1609.45,1599.39,1593.81,1631.52,1732.33,2293.55
"1576","Boćki (2)",317,341,363,399,395.08,414.98,683.83,658.82,539.02,911.24,1150.98,958.18,1616.11,1090.53,1075.63,1051.38,1166.7,1062.5
"1577","Brańsk (2)",285,285,369,392,386.38,392.35,499.53,660.27,458.72,594.58,981.83,1070.63,1066.08,1909.85,1152.86,1014.36,1104.32,1596.64
"1578","Orla (2)",482,453,491,629,658.12,873.79,970.13,1028.83,1643.43,1326.82,2145.77,3276.14,2921.19,3345.84,3557.04,3550.22,3473.86,4070.28
"1579","Rudka (2)",348,357,367,432,576.59,545.97,658.98,680.69,974.6,2465.53,1966.9,1312.58,1384.74,1347.56,1220.59,1182.51,1308.06,1285.54
"1580","Wyszki (2)",543,429,480,569,614.6,632.94,676.15,747.09,758.21,1178.8,1055.92,1118.14,1119.67,1219.71,1140.64,1136.25,1279.95,1391.68
"1581","Grajewo (1)",650,713,777,882,904.71,1307.09,1291.57,1105.12,1436.7,1288.19,1353.68,1803.94,1750.12,1857.33,1928.05,1922.6,2144.21,2254.17
"1582","Grajewo (2)",358,312,371,342,334.29,410.07,583.43,634.91,620.07,915.94,954.86,931.33,1282.51,1123.18,1052.94,1216.83,1398.3,1381
"1583","Radziłów (2)",276,304,305,245,271.6,320.84,472.34,385.92,634.21,1663.74,1129.77,931.08,837.22,812.84,799.39,823.1,981.85,1294.35
"1584","Rajgród (3)",441,521,465,534,608.18,659.18,742.66,811.26,817.71,804.3,966.58,1081.45,1275.89,1676.32,1444.45,1921.16,1762.55,1952.92
"1585","Szczuczyn (3)",290,359,331,345,406.55,442.17,563.74,546.68,531.5,885.85,825.71,969.15,876.3,1040.88,1194.2,1127.15,1405.75,2184.69
"1586","Wąsosz (2)",306,314,272,334,282.73,334.72,437.46,456.06,368.9,872.33,677.17,940.54,654.16,1154.51,853.86,1006.56,1216.47,2072.86
"1587","Hajnówka (1)",470,540,639,772,771.53,892.88,1004.62,998.28,1338.29,1042.06,1138.93,1219.86,1378.33,1413.52,1477.17,1663.09,1743.43,2081.18
"1588","Białowieża (2)",838,805,1102,993,1143.66,1237.13,1824.66,1449.7,1510.75,1514.7,1715.32,1957.64,2596.65,2516.91,2539.26,2737.08,3049.67,3349.99
"1589","Czeremcha (2)",442,415,602,554,506.47,858.8,1039.2,1016.39,957.49,1354.54,1130.44,1209.46,1550.92,2636.34,1478.87,1571.07,1680.44,2450.87
"1590","Czyże (2)",395,477,775,560,549.27,632.65,821.55,737.92,1080.5,1061.78,1412.45,1117.16,1554.43,1233.93,1247.43,1214.66,1315.92,1589.65
"1591","Dubicze Cerkiewne (2)",436,552,507,552,600.37,863.58,1189.15,860.02,1162.28,2061.35,1300,1949.18,1468.66,2144.81,1377.74,2243.59,2346.27,2975.95
"1592","Hajnówka (2)",598,557,785,739,743.5,779.15,1238.09,854.68,843.4,1905.99,1171.23,1511.23,1464.48,1817.93,1658.85,1958.9,1926.14,2339.62
"1593","Kleszczele (3)",397,393,482,475,583.18,553.23,618.76,726.86,740.86,1280.49,1294.32,1546.22,1394.01,1207.32,1167.76,1098.35,1240.36,1591.12
"1594","Narew (2)",606,641,771,898,890.86,1161.9,1408.45,1290.84,1546.04,1610.2,1597.91,1745.11,2206.49,2300.9,2100.98,2161.78,2591.03,2739.04
"1595","Narewka (2)",884,982,1015,1257,1239.23,1641.7,2009.97,1517.27,2139.04,2001.91,2372.36,2545.11,3556.82,3346.3,2316.47,3073.82,2902.14,4425.39
"1596","Kolno (1)",491,526,595,705,757.45,887.05,1085.36,1251.2,1084.69,1159.39,1055.02,1288.84,1342.21,1395.38,1495.06,1653.1,1718.48,2000.99
"1597","Grabowo (2)",376,351,426,501,562.66,570.14,680.34,861.14,808.13,623.06,861.93,1077.79,1268.39,1244.81,1087.05,1184.82,1128.93,1402.64
"1598","Kolno (2)",202,211,230,245,293.68,295.76,497.94,705.65,619.75,875.86,839.34,1025.9,1006.42,1155.57,734.78,809.14,1004.88,1123.63
"1599","Mały Płock (2)",238,300,298,338,427.71,423.79,549.94,662.98,708.76,605.15,569.68,740.89,780.39,795.79,646.59,669.54,693.12,1057.74
"1600","Stawiski (3)",258,281,302,338,358.16,435.9,441.94,465.37,511.9,689.37,703.38,810.34,892.32,996.81,918.72,1138.12,1063.5,1277.19
"1601","Turośl (2)",236,228,282,258,320.89,357.3,394.35,705.52,438.79,671.06,485.54,725.02,1021.95,1114.55,704.33,703.06,874.92,1144.34
"1602","Jedwabne (3)",207,234,248,273,298.55,310.75,388.57,472.65,446.62,473.51,1021.82,620.84,653.96,786.76,731.72,809.72,870.86,1485.19
"1603","Łomża (2)",387,373,419,498,510.81,780.78,688.6,951.04,758.47,810.18,850,1335.45,1365.78,1127.57,1381.16,1400.71,1555.57,2522.85
"1604","Miastkowo (2)",307,330,370,517,449.91,567.85,645.7,748.54,1140.82,962.8,1027.77,1091.3,1286.73,1575.68,1280.22,1335.8,1424.22,1816.89
"1605","Nowogród (3)",457,425,497,486,591.35,462.81,542.12,622.76,654.05,815.19,838.73,866.9,1042.51,1019.71,1087.89,1185.35,1252.71,2634.47
"1606","Piątnica (2)",325,341,409,395,436.43,526.14,629.94,780.38,1071.78,825.07,975.06,918.2,945.24,1156.81,1085.61,1122.52,1271.35,1705.58
"1607","Przytuły (2)",167,274,234,252,246.7,255.25,279.95,376.28,313.75,604.04,445.62,524.34,546.14,943.17,568.49,604.59,1190.48,1707.24
"1608","Śniadowo (2)",351,343,373,402,353.47,542.96,741.38,621.59,558.32,654.43,749.61,851.34,775.15,884.63,948.95,1113.73,1366.74,1555.68
"1609","Wizna (2)",281,249,266,293,287.92,312.77,366.64,356.57,395.48,431.17,538.47,601.83,569.88,577.97,586.9,643.53,764.05,1235.92
"1610","Zbójna (2)",257,248,283,322,340.82,367.13,430.87,630.56,963.06,748.97,705.23,681.44,991.68,836.18,855.17,881.26,1291.13,1105.64
